wavelength (nm),refractive index
6243.09,1.258989639
6257.49,1.257279705
6271.91,1.255534746
6286.37,1.253756582
6300.86,1.25194661
6315.39,1.250105748
6329.94,1.248234406
6344.54,1.246332577
6359.16,1.244399898
6373.82,1.242435718
6388.51,1.240439271
6403.24,1.238409645
6418,1.236345946
6432.8,1.234247283
6447.63,1.232112909
6462.49,1.229942182
6477.39,1.227734437
6492.32,1.225489207
6507.29,1.223206119
6522.29,1.220884775
6537.32,1.218525025
6552.39,1.216126702
6567.5,1.213689648
6582.64,1.211213821
6597.81,1.208699075
6613.02,1.206145275
6628.27,1.203552373
6643.54,1.200920077
6658.86,1.19824794
6674.21,1.195535488
6689.6,1.192782054
6705.02,1.189986657
6720.47,1.187148172
6735.97,1.184265129
6751.49,1.181335891
6767.06,1.178358343
6782.66,1.175330341
6798.29,1.172249274
6813.96,1.169112581
6829.67,1.165917486
6845.42,1.16266099
6861.2,1.159340482
6877.01,1.155953305
6892.87,1.152497218
6908.76,1.148970426
6924.68,1.145371653
6940.65,1.141700286
6956.65,1.137956406
6972.68,1.13414091
6988.76,1.130255465
7004.87,1.126302317
7021.01,1.122284199
7037.2,1.118204251
7053.42,1.114065398
7069.68,1.109870333
7085.98,1.105620833
7102.31,1.101317537
7118.69,1.096959285
7135.1,1.092542617
7151.54,1.088061594
7168.03,1.083507114
7184.55,1.078867307
7201.12,1.074126785
7217.72,1.069267693
7234.36,1.064269813
7251.03,1.059111899
7267.75,1.053772746
7284.5,1.048233128
7301.29,1.042477227
7318.13,1.036494382
7335,1.030280032
7351.9,1.023836552
7368.85,1.017171942
7385.84,1.010297886
7402.87,1.00322635
7419.93,0.995964617
7437.04,0.988510472
7454.18,0.980846765
7471.36,0.972937857
7488.59,0.964728505
7505.85,0.956148854
7523.15,0.947123061
7540.5,0.937586085
7557.88,0.927503295
7575.3,0.916884974
7592.76,0.905789333
7610.27,0.894302963
7627.81,0.882501344
7645.39,0.870400076
7663.02,0.857921631
7680.68,0.844893124
7698.39,0.831086942
7716.14,0.816284789
7733.92,0.800341236
7751.75,0.783220462
7769.62,0.764996824
7787.53,0.745826484
7805.48,0.725906784
7823.48,0.705443868
7841.51,0.684637226
7859.59,0.663683357
7877.71,0.642794378
7895.87,0.622218597
7914.07,0.602258441
7932.31,0.58327512
7950.6,0.565674296
7968.93,0.549871871
7987.3,0.536240394
8005.71,0.525053173
8024.17,0.51644447
8042.66,0.510398401
8061.2,0.506770742
8079.79,0.505326455
8098.41,0.505781335
8117.08,0.50783589
8135.79,0.511197837
8154.55,0.515594331
8173.35,0.520777693
8192.19,0.526526745
8211.07,0.532646525
8230,0.538966479
8248.97,0.545339277
8267.99,0.551639345
8287.05,0.557762342
8306.15,0.563624206
8325.3,0.569161236
8344.49,0.574329373
8363.73,0.57910369
8383.01,0.583477665
8402.33,0.587461401
8421.7,0.591079735
8441.12,0.594369276
8460.57,0.597374181
8480.08,0.600142234
8499.63,0.602719359
8519.22,0.605144265
8538.86,0.607443252
8558.54,0.609625133
8578.27,0.611676963
8598.05,0.613561155
8617.87,0.615214302
8637.73,0.616547383
8657.65,0.617449245
8677.6,0.617791785
8697.61,0.617439552
8717.66,0.616261967
8737.76,0.614151651
8757.9,0.61104629
8778.09,0.606956601
8798.32,0.601997972
8818.6,0.596423637
8838.93,0.59065456
8859.31,0.585299233
8879.73,0.581155376
8900.2,0.579187737
8920.72,0.580479989
8941.28,0.586165345
8961.9,0.597345882
8982.55,0.615012576
9003.26,0.639976651
9024.02,0.672817863
9044.82,0.713851455
9065.67,0.763112136
9086.57,0.820353532
9107.51,0.885060528
9128.51,0.956473588
9149.55,1.033623618
9170.64,1.11537654
9191.79,1.200486236
9212.97,1.287653071
9234.21,1.375585799
9255.5,1.463062791
9276.84,1.548989484
9298.22,1.632446731
9319.66,1.712727881
9341.14,1.789360028
9362.67,1.8621083
9384.26,1.93096172
9405.89,1.996102624
9427.57,2.05786101
9449.3,2.116660086
9471.09,2.172957476
9492.92,2.227188881
9514.8,2.279720437
9536.74,2.330813476
9558.72,2.380604266
9580.76,2.429099889
9602.84,2.476186845
9624.98,2.521650122
9647.17,2.565199373
9669.41,2.606496682
9691.7,2.64518451
9714.04,2.680910594
9736.43,2.713348589
9758.88,2.742214097
9781.37,2.76727513
9803.92,2.788358966
9826.52,2.805354905
9849.18,2.81821384
9871.88,2.826946213
9894.64,2.831617575
9917.45,2.832343651
9940.31,2.829284194
9963.22,2.822637289
9986.19,2.812632759
