wavelength (nm),refractive index
524,1.4611
524.2,1.46109
524.4,1.46108
524.6,1.46107
524.8,1.46106
525,1.46105
525.2,1.46105
525.4,1.46104
525.6,1.46103
525.8,1.46102
526,1.46101
526.2,1.461
526.4,1.46099
526.6,1.46098
526.8,1.46097
527,1.46096
527.2,1.46095
527.4,1.46094
527.6,1.46093
527.8,1.46092
528,1.46091
528.2,1.4609
528.4,1.46089
528.6,1.46088
528.8,1.46087
529,1.46086
529.2,1.46085
529.4,1.46085
529.6,1.46084
529.8,1.46083
530,1.46082
530.2,1.46081
530.4,1.4608
530.6,1.46079
530.8,1.46078
531,1.46077
531.2,1.46076
531.4,1.46075
531.6,1.46074
531.8,1.46073
532,1.46072
532.2,1.46071
532.4,1.4607
532.6,1.46069
532.8,1.46069
533,1.46068
533.2,1.46067
533.4,1.46066
533.6,1.46065
533.8,1.46064
534,1.46063
534.2,1.46062
534.4,1.46061
534.6,1.4606
534.8,1.46059
535,1.46058
535.2,1.46057
535.4,1.46056
535.6,1.46056
535.8,1.46055
536,1.46054
536.2,1.46053
536.4,1.46052
536.6,1.46051
536.8,1.4605
537,1.46049
537.2,1.46048
537.4,1.46047
537.6,1.46046
537.8,1.46045
538,1.46044
538.2,1.46044
538.4,1.46043
538.6,1.46042
538.8,1.46041
539,1.4604
539.2,1.46039
539.4,1.46038
539.6,1.46037
539.8,1.46036
540,1.46035
540.2,1.46034
540.4,1.46034
540.6,1.46033
540.8,1.46032
541,1.46031
541.2,1.4603
541.4,1.46029
541.6,1.46028
541.8,1.46027
542,1.46026
542.2,1.46025
542.4,1.46024
542.6,1.46024
542.8,1.46023
543,1.46022
543.2,1.46021
543.4,1.4602
543.6,1.46019
543.8,1.46018
544,1.46017
544.2,1.46016
544.4,1.46015
544.6,1.46015
544.8,1.46014
545,1.46013
545.2,1.46012
545.4,1.46011
545.6,1.4601
545.8,1.46009
546,1.46008
546.2,1.46007
546.4,1.46007
546.6,1.46006
546.8,1.46005
547,1.46004
547.2,1.46003
547.4,1.46002
547.6,1.46002
547.8,1.46001
548,1.46
548.2,1.45999
548.4,1.45998
548.6,1.45997
548.8,1.45997
549,1.45996
549.2,1.45995
549.4,1.45994
549.6,1.45993
549.8,1.45992
550,1.45992
550.2,1.45991
550.4,1.4599
550.6,1.45989
550.8,1.45988
551,1.45987
551.2,1.45987
551.4,1.45986
551.6,1.45985
551.8,1.45984
552,1.45983
552.2,1.45983
552.4,1.45982
552.6,1.45981
552.8,1.4598
553,1.45979
553.2,1.45978
553.4,1.45978
553.6,1.45977
553.8,1.45976
554,1.45975
554.2,1.45974
554.4,1.45974
554.6,1.45973
554.8,1.45972
555,1.45971
555.2,1.4597
555.4,1.45969
555.6,1.45969
555.8,1.45968
556,1.45967
556.2,1.45966
556.4,1.45965
556.6,1.45965
556.8,1.45964
557,1.45963
557.2,1.45962
557.4,1.45961
557.6,1.45961
557.8,1.4596
558,1.45959
558.2,1.45958
558.4,1.45957
558.6,1.45956
558.8,1.45956
559,1.45955
559.2,1.45954
559.4,1.45953
559.6,1.45952
559.8,1.45952
560,1.45951
560.2,1.4595
560.4,1.45949
560.6,1.45948
560.8,1.45948
561,1.45947
561.2,1.45946
561.4,1.45945
561.6,1.45944
561.8,1.45944
562,1.45943
562.2,1.45942
562.4,1.45941
562.6,1.45941
562.8,1.4594
563,1.45939
563.2,1.45938
563.4,1.45937
563.6,1.45937
563.8,1.45936
564,1.45935
564.2,1.45934
564.4,1.45933
564.6,1.45933
564.8,1.45932
565,1.45931
565.2,1.4593
565.4,1.45929
565.6,1.45929
565.8,1.45928
566,1.45927
566.2,1.45926
566.4,1.45926
566.6,1.45925
566.8,1.45924
567,1.45923
567.2,1.45922
567.4,1.45922
567.6,1.45921
567.8,1.4592
568,1.45919
568.2,1.45919
568.4,1.45918
568.6,1.45917
568.8,1.45916
569,1.45915
569.2,1.45915
569.4,1.45914
569.6,1.45913
569.8,1.45912
570,1.45912
570.2,1.45911
570.4,1.4591
570.6,1.45909
570.8,1.45908
571,1.45908
571.2,1.45907
571.4,1.45906
571.6,1.45905
571.8,1.45905
572,1.45904
572.2,1.45903
572.4,1.45902
572.6,1.45902
572.8,1.45901
573,1.459
573.2,1.45899
573.4,1.45899
573.6,1.45898
573.8,1.45897
574,1.45896
574.2,1.45895
574.4,1.45895
574.6,1.45894
574.8,1.45893
575,1.45892
575.2,1.45892
575.4,1.45891
575.6,1.4589
575.8,1.45889
576,1.45889
576.2,1.45888
576.4,1.45887
576.6,1.45886
576.8,1.45886
577,1.45885
577.2,1.45884
577.4,1.45883
577.6,1.45883
577.8,1.45882
578,1.45881
578.2,1.4588
578.4,1.4588
578.6,1.45879
578.8,1.45878
579,1.45877
579.2,1.45877
579.4,1.45876
579.6,1.45875
579.8,1.45874
580,1.45874
580.2,1.45873
580.4,1.45872
580.6,1.45872
580.8,1.45871
581,1.4587
581.2,1.45869
581.4,1.45869
581.6,1.45868
581.8,1.45867
582,1.45867
582.2,1.45866
582.4,1.45865
582.6,1.45864
582.8,1.45864
583,1.45863
583.2,1.45862
583.4,1.45862
583.6,1.45861
583.8,1.4586
584,1.45859
584.2,1.45859
584.4,1.45858
584.6,1.45857
584.8,1.45857
585,1.45856
585.2,1.45855
585.4,1.45855
585.6,1.45854
585.8,1.45853
586,1.45852
586.2,1.45852
586.4,1.45851
586.6,1.4585
586.8,1.4585
587,1.45849
587.2,1.45848
587.4,1.45848
587.6,1.45847
587.8,1.45846
588,1.45845
588.2,1.45845
588.4,1.45844
588.6,1.45843
588.8,1.45843
589,1.45842
589.2,1.45841
589.4,1.45841
589.6,1.4584
589.8,1.45839
590,1.45838
590.2,1.45838
590.4,1.45837
590.6,1.45836
590.8,1.45836
591,1.45835
591.2,1.45834
591.4,1.45834
591.6,1.45833
591.8,1.45832
592,1.45832
592.2,1.45831
592.4,1.4583
592.6,1.4583
592.8,1.45829
593,1.45828
593.2,1.45828
593.4,1.45827
593.6,1.45826
593.8,1.45826
594,1.45825
594.2,1.45824
594.4,1.45824
594.6,1.45823
594.8,1.45822
595,1.45822
595.2,1.45821
595.4,1.4582
595.6,1.4582
595.8,1.45819
596,1.45818
596.2,1.45818
596.4,1.45817
596.6,1.45816
596.8,1.45816
597,1.45815
597.2,1.45814
597.4,1.45814
597.6,1.45813
597.8,1.45812
598,1.45812
598.2,1.45811
598.4,1.4581
598.6,1.4581
598.8,1.45809
599,1.45808
599.2,1.45808
599.4,1.45807
599.6,1.45806
599.8,1.45806
600,1.45805
600.2,1.45804
600.4,1.45804
600.6,1.45803
600.8,1.45803
601,1.45802
601.2,1.45801
601.4,1.45801
601.6,1.458
601.8,1.45799
602,1.45799
602.2,1.45798
602.4,1.45797
602.6,1.45797
602.8,1.45796
603,1.45795
603.2,1.45795
603.4,1.45794
603.6,1.45793
603.8,1.45793
604,1.45792
604.2,1.45791
604.4,1.45791
604.6,1.4579
604.8,1.4579
605,1.45789
605.2,1.45788
605.4,1.45788
605.6,1.45787
605.8,1.45786
606,1.45786
606.2,1.45785
606.4,1.45784
606.6,1.45784
606.8,1.45783
607,1.45782
607.2,1.45782
607.4,1.45781
607.6,1.45781
607.8,1.4578
608,1.45779
608.2,1.45779
608.4,1.45778
608.6,1.45777
608.8,1.45777
609,1.45776
609.2,1.45775
609.4,1.45775
609.6,1.45774
609.8,1.45773
610,1.45773
610.2,1.45772
610.4,1.45772
610.6,1.45771
610.8,1.4577
611,1.4577
611.2,1.45769
611.4,1.45768
611.6,1.45768
611.8,1.45767
612,1.45767
612.2,1.45766
612.4,1.45765
612.6,1.45765
612.8,1.45764
613,1.45763
613.2,1.45763
613.4,1.45762
613.6,1.45761
613.8,1.45761
614,1.4576
614.2,1.4576
614.4,1.45759
614.6,1.45758
614.8,1.45758
615,1.45757
615.2,1.45756
615.4,1.45756
615.6,1.45755
615.8,1.45755
616,1.45754
616.2,1.45753
616.4,1.45753
616.6,1.45752
616.8,1.45751
617,1.45751
617.2,1.4575
617.4,1.4575
617.6,1.45749
617.8,1.45748
618,1.45748
618.2,1.45747
618.4,1.45747
618.6,1.45746
618.8,1.45745
619,1.45745
619.2,1.45744
619.4,1.45743
619.6,1.45743
619.8,1.45742
620,1.45742
620.2,1.45741
620.4,1.4574
620.6,1.4574
620.8,1.45739
621,1.45739
621.2,1.45738
621.4,1.45737
621.6,1.45737
621.8,1.45736
622,1.45735
622.2,1.45735
622.4,1.45734
622.6,1.45734
622.8,1.45733
623,1.45732
623.2,1.45732
623.4,1.45731
623.6,1.45731
623.8,1.4573
624,1.45729
624.2,1.45729
624.4,1.45728
624.6,1.45728
624.8,1.45727
625,1.45726
625.2,1.45726
625.4,1.45725
625.6,1.45725
625.8,1.45724
626,1.45723
626.2,1.45723
626.4,1.45722
626.6,1.45722
626.8,1.45721
627,1.4572
627.2,1.4572
627.4,1.45719
627.6,1.45719
627.8,1.45718
628,1.45717
628.2,1.45717
628.4,1.45716
628.6,1.45716
628.8,1.45715
629,1.45714
629.2,1.45714
629.4,1.45713
629.6,1.45713
629.8,1.45712
630,1.45711
630.2,1.45711
630.4,1.4571
630.6,1.4571
630.8,1.45709
631,1.45708
631.2,1.45708
631.4,1.45707
631.6,1.45707
631.8,1.45706
632,1.45705
632.2,1.45705
632.4,1.45704
632.6,1.45704
632.8,1.45703
633,1.45702
633.2,1.45702
633.4,1.45701
633.6,1.45701
633.8,1.457
634,1.457
634.2,1.45699
634.4,1.45698
634.6,1.45698
634.8,1.45697
635,1.45697
635.2,1.45696
635.4,1.45695
635.6,1.45695
635.8,1.45694
636,1.45694
636.2,1.45693
636.4,1.45692
636.6,1.45692
636.8,1.45691
637,1.45691
637.2,1.4569
637.4,1.4569
637.6,1.45689
637.8,1.45688
638,1.45688
638.2,1.45687
638.4,1.45687
638.6,1.45686
638.8,1.45686
639,1.45685
639.2,1.45684
639.4,1.45684
639.6,1.45683
639.8,1.45683
640,1.45682
640.2,1.45681
640.4,1.45681
640.6,1.4568
640.8,1.4568
641,1.45679
641.2,1.45679
641.4,1.45678
641.6,1.45677
641.8,1.45677
642,1.45676
642.2,1.45676
642.4,1.45675
642.6,1.45675
642.8,1.45674
643,1.45673
643.2,1.45673
643.4,1.45672
643.6,1.45672
643.8,1.45671
644,1.45671
644.2,1.4567
644.4,1.45669
644.6,1.45669
644.8,1.45668
645,1.45668
645.2,1.45667
645.4,1.45667
645.6,1.45666
645.8,1.45666
646,1.45665
646.2,1.45664
646.4,1.45664
646.6,1.45663
646.8,1.45663
647,1.45662
647.2,1.45662
647.4,1.45661
647.6,1.45661
647.8,1.4566
648,1.45659
648.2,1.45659
648.4,1.45658
648.6,1.45658
648.8,1.45657
649,1.45657
649.2,1.45656
649.4,1.45656
649.6,1.45655
649.8,1.45655
650,1.45654
650.2,1.45653
650.4,1.45653
650.6,1.45652
650.8,1.45652
651,1.45651
651.2,1.45651
651.4,1.4565
651.6,1.4565
651.8,1.45649
652,1.45649
652.2,1.45648
652.4,1.45647
652.6,1.45647
652.8,1.45646
653,1.45646
653.2,1.45645
653.4,1.45645
653.6,1.45644
653.8,1.45644
654,1.45643
654.2,1.45643
654.4,1.45642
654.6,1.45642
654.8,1.45641
655,1.4564
655.2,1.4564
655.4,1.45639
655.6,1.45639
655.8,1.45638
656,1.45638
656.2,1.45637
656.4,1.45637
656.6,1.45636
656.8,1.45636
657,1.45635
657.2,1.45635
657.4,1.45634
657.6,1.45634
657.8,1.45633
658,1.45633
658.2,1.45632
658.4,1.45632
658.6,1.45631
658.8,1.45631
659,1.4563
659.2,1.4563
659.4,1.45629
659.6,1.45629
659.8,1.45628
660,1.45628
660.2,1.45627
660.4,1.45627
660.6,1.45626
660.8,1.45626
661,1.45625
661.2,1.45624
661.4,1.45624
661.6,1.45623
661.8,1.45623
662,1.45622
662.2,1.45622
662.4,1.45621
662.6,1.45621
662.8,1.4562
663,1.4562
663.2,1.45619
663.4,1.45619
663.6,1.45618
663.8,1.45618
664,1.45617
664.2,1.45617
664.4,1.45616
664.6,1.45616
664.8,1.45615
665,1.45615
665.2,1.45614
665.4,1.45614
665.6,1.45613
665.8,1.45613
666,1.45612
666.2,1.45612
666.4,1.45612
666.6,1.45611
666.8,1.45611
667,1.4561
667.2,1.4561
667.4,1.45609
667.6,1.45609
667.8,1.45608
668,1.45608
668.2,1.45607
668.4,1.45607
668.6,1.45606
668.8,1.45606
669,1.45605
669.2,1.45604
669.4,1.45604
669.6,1.45603
669.8,1.45603
670,1.45602
670.2,1.45602
670.4,1.45601
670.6,1.45601
670.8,1.456
671,1.456
671.2,1.45599
671.4,1.45599
671.6,1.45598
671.8,1.45598
672,1.45597
672.2,1.45597
672.4,1.45596
672.6,1.45596
672.8,1.45595
673,1.45595
673.2,1.45594
673.4,1.45594
673.6,1.45593
673.8,1.45593
674,1.45592
674.2,1.45592
674.4,1.45591
674.6,1.45591
674.8,1.4559
675,1.4559
675.2,1.45589
675.4,1.45589
675.6,1.45588
675.8,1.45588
676,1.45587
676.2,1.45587
676.4,1.45586
676.6,1.45586
676.8,1.45585
677,1.45585
677.2,1.45584
677.4,1.45584
677.6,1.45583
677.8,1.45583
678,1.45583
678.2,1.45582
678.4,1.45582
678.6,1.45581
678.8,1.45581
679,1.4558
679.2,1.4558
679.4,1.45579
679.6,1.45579
679.8,1.45578
680,1.45578
680.2,1.45577
680.4,1.45577
680.6,1.45576
680.8,1.45576
681,1.45575
681.2,1.45575
681.4,1.45574
681.6,1.45574
681.8,1.45573
682,1.45573
682.2,1.45572
682.4,1.45572
682.6,1.45571
682.8,1.45571
683,1.4557
683.2,1.4557
683.4,1.45569
683.6,1.45569
683.8,1.45568
684,1.45568
684.2,1.45567
684.4,1.45567
684.6,1.45566
684.8,1.45566
685,1.45565
685.2,1.45565
685.4,1.45564
685.6,1.45564
685.8,1.45563
686,1.45563
686.2,1.45563
686.4,1.45562
686.6,1.45562
686.8,1.45561
687,1.45561
687.2,1.4556
687.4,1.4556
687.6,1.45559
687.8,1.45559
688,1.45558
688.2,1.45558
688.4,1.45557
688.6,1.45557
688.8,1.45556
689,1.45556
689.2,1.45555
689.4,1.45555
689.6,1.45554
689.8,1.45554
690,1.45553
690.2,1.45553
690.4,1.45552
690.6,1.45552
690.8,1.45552
691,1.45551
691.2,1.45551
691.4,1.4555
691.6,1.4555
691.8,1.45549
692,1.45549
692.2,1.45548
692.4,1.45548
692.6,1.45547
692.8,1.45547
693,1.45546
693.2,1.45546
693.4,1.45545
693.6,1.45545
693.8,1.45544
694,1.45544
694.2,1.45543
694.4,1.45543
694.6,1.45543
694.8,1.45542
695,1.45542
695.2,1.45541
695.4,1.45541
695.6,1.4554
695.8,1.4554
696,1.45539
696.2,1.45539
696.4,1.45538
696.6,1.45538
696.8,1.45537
697,1.45537
697.2,1.45536
697.4,1.45536
697.6,1.45536
697.8,1.45535
698,1.45535
698.2,1.45534
698.4,1.45534
698.6,1.45533
698.8,1.45533
699,1.45532
699.2,1.45532
699.4,1.45531
699.6,1.45531
699.8,1.4553
700,1.4553
700.2,1.45529
700.4,1.45529
700.6,1.45529
700.8,1.45528
701,1.45528
701.2,1.45527
701.4,1.45527
701.6,1.45526
701.8,1.45526
702,1.45525
702.2,1.45525
702.4,1.45524
702.6,1.45524
702.8,1.45523
703,1.45523
703.2,1.45523
703.4,1.45522
703.6,1.45522
703.8,1.45521
704,1.45521
704.2,1.4552
704.4,1.4552
704.6,1.45519
704.8,1.45519
705,1.45518
705.2,1.45518
705.4,1.45518
705.6,1.45517
705.8,1.45517
706,1.45516
706.2,1.45516
706.4,1.45515
706.6,1.45515
706.8,1.45514
707,1.45514
707.2,1.45513
707.4,1.45513
707.6,1.45513
707.8,1.45512
708,1.45512
708.2,1.45511
708.4,1.45511
708.6,1.4551
708.8,1.4551
709,1.4551
709.2,1.45509
709.4,1.45509
709.6,1.45508
709.8,1.45508
710,1.45507
710.2,1.45507
710.4,1.45506
710.6,1.45506
710.8,1.45506
711,1.45505
711.2,1.45505
711.4,1.45504
711.6,1.45504
711.8,1.45503
712,1.45503
712.2,1.45503
712.4,1.45502
712.6,1.45502
712.8,1.45501
713,1.45501
713.2,1.455
713.4,1.455
713.6,1.455
713.8,1.45499
714,1.45499
714.2,1.45498
714.4,1.45498
714.6,1.45497
714.8,1.45497
715,1.45496
715.2,1.45496
715.4,1.45496
715.6,1.45495
715.8,1.45495
716,1.45494
716.2,1.45494
716.4,1.45493
716.6,1.45493
716.8,1.45493
717,1.45492
717.2,1.45492
717.4,1.45491
717.6,1.45491
717.8,1.4549
718,1.4549
718.2,1.4549
718.4,1.45489
718.6,1.45489
718.8,1.45488
719,1.45488
719.2,1.45487
719.4,1.45487
719.6,1.45487
719.8,1.45486
720,1.45486
720.2,1.45485
720.4,1.45485
720.6,1.45484
720.8,1.45484
721,1.45484
721.2,1.45483
721.4,1.45483
721.6,1.45482
721.8,1.45482
722,1.45482
722.2,1.45481
722.4,1.45481
722.6,1.4548
722.8,1.4548
723,1.45479
723.2,1.45479
723.4,1.45479
723.6,1.45478
723.8,1.45478
724,1.45477
724.2,1.45477
724.4,1.45476
724.6,1.45476
724.8,1.45476
725,1.45475
725.2,1.45475
725.4,1.45474
725.6,1.45474
725.8,1.45474
726,1.45473
726.2,1.45473
726.4,1.45472
726.6,1.45472
726.8,1.45471
727,1.45471
727.2,1.45471
727.4,1.4547
727.6,1.4547
727.8,1.45469
728,1.45469
728.2,1.45469
728.4,1.45468
728.6,1.45468
728.8,1.45467
729,1.45467
729.2,1.45466
729.4,1.45466
729.6,1.45466
729.8,1.45465
730,1.45465
730.2,1.45464
730.4,1.45464
730.6,1.45464
730.8,1.45463
731,1.45463
731.2,1.45462
731.4,1.45462
731.6,1.45461
731.8,1.45461
732,1.45461
732.2,1.4546
732.4,1.4546
732.6,1.45459
732.8,1.45459
733,1.45459
733.2,1.45458
733.4,1.45458
733.6,1.45457
733.8,1.45457
734,1.45457
734.2,1.45456
734.4,1.45456
734.6,1.45455
734.8,1.45455
735,1.45454
735.2,1.45454
735.4,1.45454
735.6,1.45453
735.8,1.45453
736,1.45452
736.2,1.45452
736.4,1.45452
736.6,1.45451
736.8,1.45451
737,1.4545
737.2,1.4545
737.4,1.4545
737.6,1.45449
737.8,1.45449
738,1.45448
738.2,1.45448
738.4,1.45448
738.6,1.45447
738.8,1.45447
739,1.45446
739.2,1.45446
739.4,1.45446
739.6,1.45445
739.8,1.45445
740,1.45444
740.2,1.45444
740.4,1.45444
740.6,1.45443
740.8,1.45443
741,1.45442
741.2,1.45442
741.4,1.45442
741.6,1.45441
741.8,1.45441
742,1.4544
742.2,1.4544
742.4,1.4544
742.6,1.45439
742.8,1.45439
743,1.45438
743.2,1.45438
743.4,1.45438
743.6,1.45437
743.8,1.45437
744,1.45436
744.2,1.45436
744.4,1.45436
744.6,1.45435
744.8,1.45435
745,1.45434
745.2,1.45434
745.4,1.45434
745.6,1.45433
745.8,1.45433
746,1.45432
746.2,1.45432
746.4,1.45432
746.6,1.45431
746.8,1.45431
747,1.4543
747.2,1.4543
747.4,1.4543
747.6,1.45429
747.8,1.45429
748,1.45428
748.2,1.45428
748.4,1.45428
748.6,1.45427
748.8,1.45427
749,1.45426
749.2,1.45426
749.4,1.45426
749.6,1.45425
749.8,1.45425
750,1.45424
750.2,1.45424
750.4,1.45424
750.6,1.45423
750.8,1.45423
751,1.45422
751.2,1.45422
751.4,1.45422
751.6,1.45421
751.8,1.45421
752,1.45421
752.2,1.4542
752.4,1.4542
752.6,1.45419
752.8,1.45419
753,1.45419
753.2,1.45418
753.4,1.45418
753.6,1.45417
753.8,1.45417
754,1.45417
754.2,1.45416
754.4,1.45416
754.6,1.45415
754.8,1.45415
755,1.45415
755.2,1.45414
755.4,1.45414
755.6,1.45414
755.8,1.45413
756,1.45413
756.2,1.45412
756.4,1.45412
756.6,1.45412
756.8,1.45411
757,1.45411
757.2,1.4541
757.4,1.4541
757.6,1.4541
757.8,1.45409
758,1.45409
758.2,1.45409
758.4,1.45408
758.6,1.45408
758.8,1.45407
759,1.45407
759.2,1.45407
759.4,1.45406
759.6,1.45406
759.8,1.45405
760,1.45405
760.2,1.45405
760.4,1.45404
760.6,1.45404
760.8,1.45404
761,1.45403
761.2,1.45403
761.4,1.45402
761.6,1.45402
761.8,1.45402
762,1.45401
762.2,1.45401
762.4,1.45401
762.6,1.454
762.8,1.454
763,1.45399
763.2,1.45399
763.4,1.45399
763.6,1.45398
763.8,1.45398
764,1.45397
764.2,1.45397
764.4,1.45397
764.6,1.45396
764.8,1.45396
765,1.45396
765.2,1.45395
765.4,1.45395
765.6,1.45394
765.8,1.45394
766,1.45394
766.2,1.45393
766.4,1.45393
766.6,1.45393
766.8,1.45392
767,1.45392
767.2,1.45391
767.4,1.45391
767.6,1.45391
767.8,1.4539
768,1.4539
768.2,1.4539
768.4,1.45389
768.6,1.45389
768.8,1.45388
769,1.45388
769.2,1.45388
769.4,1.45387
769.6,1.45387
769.8,1.45387
770,1.45386
770.2,1.45386
770.4,1.45385
770.6,1.45385
770.8,1.45385
771,1.45384
771.2,1.45384
771.4,1.45384
771.6,1.45383
771.8,1.45383
772,1.45383
772.2,1.45382
772.4,1.45382
772.6,1.45381
772.8,1.45381
773,1.45381
773.2,1.4538
773.4,1.4538
773.6,1.4538
773.8,1.45379
774,1.45379
774.2,1.45378
774.4,1.45378
774.6,1.45378
774.8,1.45377
775,1.45377
775.2,1.45377
775.4,1.45376
775.6,1.45376
775.8,1.45376
776,1.45375
776.2,1.45375
776.4,1.45374
776.6,1.45374
776.8,1.45374
777,1.45373
777.2,1.45373
777.4,1.45373
777.6,1.45372
777.8,1.45372
778,1.45371
778.2,1.45371
778.4,1.45371
778.6,1.4537
778.8,1.4537
779,1.4537
779.2,1.45369
779.4,1.45369
779.6,1.45369
779.8,1.45368
780,1.45368
780.2,1.45367
780.4,1.45367
780.6,1.45367
780.8,1.45366
781,1.45366
781.2,1.45366
781.4,1.45365
781.6,1.45365
781.8,1.45365
782,1.45364
782.2,1.45364
782.4,1.45364
782.6,1.45363
782.8,1.45363
783,1.45362
783.2,1.45362
783.4,1.45362
783.6,1.45361
783.8,1.45361
784,1.45361
784.2,1.4536
784.4,1.4536
784.6,1.4536
784.8,1.45359
785,1.45359
785.2,1.45358
785.4,1.45358
785.6,1.45358
785.8,1.45357
786,1.45357
786.2,1.45357
786.4,1.45356
786.6,1.45356
786.8,1.45356
787,1.45355
787.2,1.45355
787.4,1.45355
787.6,1.45354
787.8,1.45354
788,1.45353
788.2,1.45353
788.4,1.45353
788.6,1.45352
788.8,1.45352
789,1.45352
789.2,1.45351
789.4,1.45351
789.6,1.45351
789.8,1.4535
790,1.4535
790.2,1.4535
790.4,1.45349
790.6,1.45349
790.8,1.45349
791,1.45348
791.2,1.45348
791.4,1.45347
791.6,1.45347
791.8,1.45347
792,1.45346
792.2,1.45346
792.4,1.45346
792.6,1.45345
792.8,1.45345
793,1.45345
793.2,1.45344
793.4,1.45344
793.6,1.45344
793.8,1.45343
794,1.45343
794.2,1.45343
794.4,1.45342
794.6,1.45342
794.8,1.45341
795,1.45341
795.2,1.45341
795.4,1.4534
795.6,1.4534
795.8,1.4534
796,1.45339
796.2,1.45339
796.4,1.45339
796.6,1.45338
796.8,1.45338
797,1.45338
797.2,1.45337
797.4,1.45337
797.6,1.45337
797.8,1.45336
798,1.45336
798.2,1.45336
798.4,1.45335
798.6,1.45335
798.8,1.45335
799,1.45334
799.2,1.45334
799.4,1.45333
799.6,1.45333
799.8,1.45333
800,1.45332
800.2,1.45332
800.4,1.45332
800.6,1.45331
800.8,1.45331
801,1.45331
801.2,1.4533
801.4,1.4533
801.6,1.4533
801.8,1.45329
802,1.45329
802.2,1.45329
802.4,1.45328
802.6,1.45328
802.8,1.45328
803,1.45327
803.2,1.45327
803.4,1.45327
803.6,1.45326
803.8,1.45326
804,1.45326
804.2,1.45325
804.4,1.45325
804.6,1.45325
804.8,1.45324
805,1.45324
805.2,1.45324
805.4,1.45323
805.6,1.45323
805.8,1.45323
806,1.45322
806.2,1.45322
806.4,1.45321
806.6,1.45321
806.8,1.45321
807,1.4532
807.2,1.4532
807.4,1.4532
807.6,1.45319
807.8,1.45319
808,1.45319
808.2,1.45318
808.4,1.45318
808.6,1.45318
808.8,1.45317
809,1.45317
809.2,1.45317
809.4,1.45316
809.6,1.45316
809.8,1.45316
810,1.45315
810.2,1.45315
810.4,1.45315
810.6,1.45314
810.8,1.45314
811,1.45314
811.2,1.45313
811.4,1.45313
811.6,1.45313
811.8,1.45312
812,1.45312
812.2,1.45312
812.4,1.45311
812.6,1.45311
812.8,1.45311
813,1.4531
813.2,1.4531
813.4,1.4531
813.6,1.45309
813.8,1.45309
814,1.45309
814.2,1.45308
814.4,1.45308
814.6,1.45308
814.8,1.45307
815,1.45307
815.2,1.45307
815.4,1.45306
815.6,1.45306
815.8,1.45306
816,1.45305
816.2,1.45305
816.4,1.45305
816.6,1.45304
816.8,1.45304
817,1.45304
817.2,1.45303
817.4,1.45303
817.6,1.45303
817.8,1.45302
818,1.45302
818.2,1.45302
818.4,1.45301
818.6,1.45301
818.8,1.45301
819,1.453
819.2,1.453
819.4,1.453
819.6,1.45299
819.8,1.45299
820,1.45299
820.2,1.45298
820.4,1.45298
820.6,1.45298
820.8,1.45297
821,1.45297
821.2,1.45297
821.4,1.45296
821.6,1.45296
821.8,1.45296
822,1.45295
822.2,1.45295
822.4,1.45295
822.6,1.45295
822.8,1.45294
823,1.45294
823.2,1.45294
823.4,1.45293
823.6,1.45293
823.8,1.45293
824,1.45292
824.2,1.45292
824.4,1.45292
824.6,1.45291
824.8,1.45291
825,1.45291
825.2,1.4529
825.4,1.4529
825.6,1.4529
825.8,1.45289
826,1.45289
826.2,1.45289
826.4,1.45288
826.6,1.45288
826.8,1.45288
827,1.45287
827.2,1.45287
827.4,1.45287
827.6,1.45286
827.8,1.45286
828,1.45286
828.2,1.45285
828.4,1.45285
828.6,1.45285
828.8,1.45284
829,1.45284
829.2,1.45284
829.4,1.45284
829.6,1.45283
829.8,1.45283
830,1.45283
830.2,1.45282
830.4,1.45282
830.6,1.45282
830.8,1.45281
831,1.45281
831.2,1.45281
831.4,1.4528
831.6,1.4528
831.8,1.4528
832,1.45279
832.2,1.45279
832.4,1.45279
832.6,1.45278
832.8,1.45278
833,1.45278
833.2,1.45277
833.4,1.45277
833.6,1.45277
833.8,1.45276
834,1.45276
834.2,1.45276
834.4,1.45276
834.6,1.45275
834.8,1.45275
835,1.45275
835.2,1.45274
835.4,1.45274
835.6,1.45274
835.8,1.45273
836,1.45273
836.2,1.45273
836.4,1.45272
836.6,1.45272
836.8,1.45272
837,1.45271
837.2,1.45271
837.4,1.45271
837.6,1.4527
837.8,1.4527
838,1.4527
838.2,1.4527
838.4,1.45269
838.6,1.45269
838.8,1.45269
839,1.45268
839.2,1.45268
839.4,1.45268
839.6,1.45267
839.8,1.45267
840,1.45267
840.2,1.45266
840.4,1.45266
840.6,1.45266
840.8,1.45265
841,1.45265
841.2,1.45265
841.4,1.45265
841.6,1.45264
841.8,1.45264
842,1.45264
842.2,1.45263
842.4,1.45263
842.6,1.45263
842.8,1.45262
843,1.45262
843.2,1.45262
843.4,1.45261
843.6,1.45261
843.8,1.45261
844,1.4526
844.2,1.4526
844.4,1.4526
844.6,1.4526
844.8,1.45259
845,1.45259
845.2,1.45259
845.4,1.45258
845.6,1.45258
845.8,1.45258
846,1.45257
846.2,1.45257
846.4,1.45257
846.6,1.45256
846.8,1.45256
847,1.45256
847.2,1.45256
847.4,1.45255
847.6,1.45255
847.8,1.45255
848,1.45254
848.2,1.45254
848.4,1.45254
848.6,1.45253
848.8,1.45253
849,1.45253
849.2,1.45252
849.4,1.45252
